pair_id,entry_id,line_id,entry_text,line_text,selection_occurrences,configuration_count,label_source,judge,provisional,acceptable,distance,relation_type,confidence,low_confidence,user_fact_assertion,explicit_contradiction,advice_or_diagnosis,clearly_unrelated,reason
E002/L012,E002,L012,"返事は明日まででいいと言われた。
急がなくていいはずなのに、考えるほど何が自分の希望なのかわからなくなる。",わからなさは、空白ではなく形の途中かもしれない。,1,1,reflective_distance_codex_judgments_v1,codex_reassessment,true,true,just_right,analogical_transfer,medium,false,false,false,false,false,自分の希望がわからなくなる状態を空白ではなく形の途中として開いたまま捉え直す
E002/L013,E002,L013,"返事は明日まででいいと言われた。
急がなくていいはずなのに、考えるほど何が自分の希望なのかわからなくなる。",霧の中では、近いものまで遠く見える。,190,190,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,true,just_right,analogical_transfer,medium,false,false,false,false,false,Codex provisional: the Line meaning '不確実性による距離感' provides a usable reflective bridge without merely restating the Entry.
E002/L014,E002,L014,"返事は明日まででいいと言われた。
急がなくていいはずなのに、考えるほど何が自分の希望なのかわからなくなる。",予想は、未来より今の輪郭を映す。,242,242,b_v2_integrated_codex_judgments_v1,codex_integrated_v1,true,true,just_right,same_domain,medium,false,false,false,false,false,Imagining the future revealing the present self connects to uncertainty about one's actual preference.
E002/L015,E002,L015,"返事は明日まででいいと言われた。
急がなくていいはずなのに、考えるほど何が自分の希望なのかわからなくなる。",まだ起きていないことにも、影はできる。,3,3,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,too_far,weak_connection,medium,false,false,false,false,false,"Codex provisional: the Line meaning '予期の影響' has a conceivable bridge, but it is too indirect to support the Entry reliably."
E002/L033,E002,L033,"返事は明日まででいいと言われた。
急がなくていいはずなのに、考えるほど何が自分の希望なのかわからなくなる。",遠くから見える輪郭もある。,424,274,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,true,just_right,analogical_transfer,medium,false,false,false,false,false,Codex provisional: the Line meaning '距離による認識' provides a usable reflective bridge without merely restating the Entry.
E002/L064,E002,L064,"返事は明日まででいいと言われた。
急がなくていいはずなのに、考えるほど何が自分の希望なのかわからなくなる。",変わったあとで、望んでいた形が見直される。,132,132,reflective_distance_codex_judgments_v1,codex_reassessment,true,false,too_far,weak_connection,medium,false,false,false,false,false,返答前に希望を見失う状態と変化後に希望を見直す状態には時点と構造の隔たりが大きい
E002/L077,E002,L077,"返事は明日まででいいと言われた。
急がなくていいはずなのに、考えるほど何が自分の希望なのかわからなくなる。",捨てなかった箱は、まだ決めていない時間を守る。,44,44,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,true,just_right,analogical_transfer,low,true,false,false,false,false,Codex provisional: the Line meaning '保留された手放し' provides a usable reflective bridge without merely restating the Entry.
E002/L101,E002,L101,"返事は明日まででいいと言われた。
急がなくていいはずなのに、考えるほど何が自分の希望なのかわからなくなる。",主語のない期待も、肩には重さを残す。,401,321,b_v2_integrated_codex_judgments_v1,codex_integrated_v1,true,true,just_right,same_domain,medium,false,false,false,false,false,An expectation without a clear owner maps to pressure that obscures the writer's own wish.
E002/L105,E002,L105,"返事は明日まででいいと言われた。
急がなくていいはずなのに、考えるほど何が自分の希望なのかわからなくなる。",満ちた器にも、次の一滴の場所を探す目がある。,54,54,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,too_far,weak_connection,medium,false,false,false,false,false,"Codex provisional: the Line meaning '達成後の不足探索' has a conceivable bridge, but it is too indirect to support the Entry reliably."
E003/L001,E003,L001,決めた。たぶん。,選ばなかった方も、しばらく隣を歩く。,16,8,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,true,just_right,same_domain,low,true,false,false,false,false,Codex provisional: the Line meaning '選択後に残る別の可能性' provides a usable reflective bridge without merely restating the Entry.
E003/L004,E003,L004,決めた。たぶん。,分かれ道は、通り過ぎても消えない。,822,487,b_v2_integrated_codex_judgments_v1,codex_integrated_v1,true,true,just_right,same_domain,high,false,false,false,false,false,A fork remaining after it is passed preserves the residual uncertainty in a tentative decision.
E003/L005,E003,L005,決めた。たぶん。,答えより先に、選んだという事実が残る。,111,72,b_v2_integrated_codex_judgments_v1,codex_integrated_v1,true,false,too_close,direct_restatement,high,false,false,false,false,false,The fact of having chosen remaining nearly restates the short tentative declaration.
E003/L006,E003,L006,決めた。たぶん。,どちらにも理由がある日は、理由だけでは動かない。,91,91,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,too_far,weak_connection,medium,false,false,false,false,false,"Codex provisional: the Line meaning '根拠の均衡' has a conceivable bridge, but it is too indirect to support the Entry reliably."
E003/L008,E003,L008,決めた。たぶん。,決めかけた言葉には、まだ余白がある。,609,425,reflective_distance_codex_judgments_v1,codex_reassessment,true,false,too_close,direct_restatement,high,false,false,false,false,false,決めたが確定しきらないという短いEntryをほぼ直接言い換える
E003/L012,E003,L012,決めた。たぶん。,わからなさは、空白ではなく形の途中かもしれない。,152,149,b_v2_integrated_codex_judgments_v1,codex_integrated_v1,true,false,too_close,direct_restatement,high,false,false,false,false,false,An unfinished shape of uncertainty closely paraphrases the tentative decision.
E003/L015,E003,L015,決めた。たぶん。,まだ起きていないことにも、影はできる。,20,20,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,too_far,weak_connection,medium,false,false,false,false,false,"Codex provisional: the Line meaning '予期の影響' has a conceivable bridge, but it is too indirect to support the Entry reliably."
E003/L022,E003,L022,決めた。たぶん。,親しさにも、呼吸する間がある。,13,13,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,not_obserbing,unrelated,high,false,false,false,false,true,Codex provisional: the Line meaning '親しさと間隔' does not provide a meaningful bridge to the Entry.
E003/L031,E003,L031,決めた。たぶん。,距離は、離れたときだけ生まれるものではない。,4,4,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,too_far,weak_connection,medium,false,false,false,false,false,"Codex provisional: the Line meaning '心理的距離の多様性' has a conceivable bridge, but it is too indirect to support the Entry reliably."
E003/L036,E003,L036,決めた。たぶん。,離れたあとで、近すぎた音が聞こえる。,2,2,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,too_far,weak_connection,medium,false,false,false,false,false,"Codex provisional: the Line meaning '距離後の再評価' has a conceivable bridge, but it is too indirect to support the Entry reliably."
E003/L037,E003,L037,決めた。たぶん。,境界は壁ではなく、二つの場所の名前でもある。,14,14,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,too_far,weak_connection,medium,false,false,false,false,false,"Codex provisional: the Line meaning '境界の両義性' has a conceivable bridge, but it is too indirect to support the Entry reliably."
E003/L047,E003,L047,決めた。たぶん。,手を止めても、考えていた速度はすぐには止まらない。,74,74,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,true,just_right,analogical_transfer,medium,false,false,false,false,false,Codex provisional: the Line meaning '作業後の慣性' provides a usable reflective bridge without merely restating the Entry.
E003/L055,E003,L055,決めた。たぶん。,できなかった一つは、数え方を変える力が強い。,44,44,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,too_far,weak_connection,medium,false,false,false,false,false,"Codex provisional: the Line meaning '未達成による評価の偏り' has a conceivable bridge, but it is too indirect to support the Entry reliably."
E003/L057,E003,L057,決めた。たぶん。,見つからなかった間違いと、見つけた自分は同時にいる。,128,128,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,true,just_right,analogical_transfer,medium,false,false,false,false,false,Codex provisional: the Line meaning '発見と自己' provides a usable reflective bridge without merely restating the Entry.
E003/L061,E003,L061,決めた。たぶん。,新しい配置には、古い動きが何度かぶつかる。,10,10,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,too_far,weak_connection,medium,false,false,false,false,false,"Codex provisional: the Line meaning '変化と身体の慣れ' has a conceivable bridge, but it is too indirect to support the Entry reliably."
E003/L077,E003,L077,決めた。たぶん。,捨てなかった箱は、まだ決めていない時間を守る。,60,60,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,true,just_right,analogical_transfer,low,true,false,false,false,false,Codex provisional: the Line meaning '保留された手放し' provides a usable reflective bridge without merely restating the Entry.
E004/L008,E004,L008,準備はしたけれど、当日になったら何か見落としている気がしてきた。,決めかけた言葉には、まだ余白がある。,4,4,reflective_distance_codex_judgments_v1,codex_reassessment,true,false,too_far,weak_connection,medium,false,false,false,false,false,準備後の見落とし不安と決めかけた言葉の余白は不確実さ以外の橋が弱い
E004/L011,E004,L011,準備はしたけれど、当日になったら何か見落としている気がしてきた。,見えない先にも、同じだけ朝は来る。,453,388,b_v2_integrated_codex_judgments_v1,codex_integrated_v1,true,false,too_far,weak_connection,medium,false,false,false,false,false,A recurring morning does not give a discoverable bridge to fear of an overlooked preparation item.
E004/L014,E004,L014,準備はしたけれど、当日になったら何か見落としている気がしてきた。,予想は、未来より今の輪郭を映す。,73,53,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,true,just_right,same_domain,medium,false,false,false,false,false,Codex provisional: the Line meaning '予想と現在認識' provides a usable reflective bridge without merely restating the Entry.
E004/L015,E004,L015,準備はしたけれど、当日になったら何か見落としている気がしてきた。,まだ起きていないことにも、影はできる。,60,60,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,true,just_right,same_domain,medium,false,false,false,false,false,Codex provisional: the Line meaning '予期の影響' provides a usable reflective bridge without merely restating the Entry.
E004/L035,E004,L035,準備はしたけれど、当日になったら何か見落としている気がしてきた。,空いた席は、不在より先に距離を語る。,6,6,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,not_obserbing,unrelated,high,false,false,false,false,true,Codex provisional: the Line meaning '不在の可視化' does not provide a meaningful bridge to the Entry.
E004/L046,E004,L046,準備はしたけれど、当日になったら何か見落としている気がしてきた。,終わった項目の間に、一日の形が隠れている。,156,156,b_v2_integrated_codex_judgments_v1,codex_integrated_v1,true,false,too_far,weak_connection,medium,false,false,false,false,false,Completed checklist items hiding the day's shape does not expose the fear of an overlooked preparation item.
E004/L054,E004,L054,準備はしたけれど、当日になったら何か見落としている気がしてきた。,失敗のあとに普通の声がすると、世界の続きが見える。,73,73,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,not_obserbing,unrelated,high,false,false,false,false,true,Codex provisional: the Line meaning '失敗後の平常' does not provide a meaningful bridge to the Entry.
E004/L057,E004,L057,準備はしたけれど、当日になったら何か見落としている気がしてきた。,見つからなかった間違いと、見つけた自分は同時にいる。,48,48,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,true,just_right,analogical_transfer,low,true,false,false,false,false,Codex provisional: the Line meaning '発見と自己' provides a usable reflective bridge without merely restating the Entry.
E004/L064,E004,L064,準備はしたけれど、当日になったら何か見落としている気がしてきた。,変わったあとで、望んでいた形が見直される。,60,60,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,too_far,weak_connection,medium,false,false,false,false,false,"Codex provisional: the Line meaning '変化後の願望再評価' has a conceivable bridge, but it is too indirect to support the Entry reliably."
E004/L065,E004,L065,準備はしたけれど、当日になったら何か見落としている気がしてきた。,慣れは、変化より少し遅れて到着する。,24,24,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,not_obserbing,unrelated,high,false,false,false,false,true,Codex provisional: the Line meaning '変化と適応の時差' does not provide a meaningful bridge to the Entry.
E004/L066,E004,L066,準備はしたけれど、当日になったら何か見落としている気がしてきた。,手放した場所に、手の形だけがしばらく残る。,6,6,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,not_obserbing,unrelated,high,false,false,false,false,true,Codex provisional: the Line meaning '手放しの余韻' does not provide a meaningful bridge to the Entry.
E004/L076,E004,L076,準備はしたけれど、当日になったら何か見落としている気がしてきた。,終わった線の先にも、同じ紙が続いている。,17,17,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,too_far,weak_connection,medium,false,false,false,false,false,"Codex provisional: the Line meaning '終結と継続' has a conceivable bridge, but it is too indirect to support the Entry reliably."
E004/L077,E004,L077,準備はしたけれど、当日になったら何か見落としている気がしてきた。,捨てなかった箱は、まだ決めていない時間を守る。,13,13,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,too_far,weak_connection,medium,false,false,false,false,false,"Codex provisional: the Line meaning '保留された手放し' has a conceivable bridge, but it is too indirect to support the Entry reliably."
E004/L078,E004,L078,準備はしたけれど、当日になったら何か見落としている気がしてきた。,不在は、ときどき物より先に部屋へ着く。,36,36,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,not_obserbing,unrelated,high,false,false,false,false,true,Codex provisional: the Line meaning '不在の感覚' does not provide a meaningful bridge to the Entry.
E004/L091,E004,L091,準備はしたけれど、当日になったら何か見落としている気がしてきた。,先の予定をめくる指の下で、今日も一枚になっていく。,600,420,b_v2_integrated_codex_judgments_v1,codex_integrated_v1,true,false,too_far,weak_connection,medium,false,false,false,false,false,Future schedule pages and today's passage only loosely connect to last-minute doubt about preparation.
E004/L095,E004,L095,準備はしたけれど、当日になったら何か見落としている気がしてきた。,過ぎたあとで長くなる時間もある。,6,6,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,too_far,weak_connection,medium,false,false,false,false,false,"Codex provisional: the Line meaning '回想による時間変化' has a conceivable bridge, but it is too indirect to support the Entry reliably."
E004/L097,E004,L097,準備はしたけれど、当日になったら何か見落としている気がしてきた。,未来を見ている間も、足元は静かに通り過ぎる。,12,12,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,too_far,weak_connection,medium,false,false,false,false,false,"Codex provisional: the Line meaning '未来と現在の通過' has a conceivable bridge, but it is too indirect to support the Entry reliably."
E004/L105,E004,L105,準備はしたけれど、当日になったら何か見落としている気がしてきた。,満ちた器にも、次の一滴の場所を探す目がある。,3,3,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,true,just_right,analogical_transfer,low,true,false,false,false,false,Codex provisional: the Line meaning '達成後の不足探索' provides a usable reflective bridge without merely restating the Entry.
E004/L107,E004,L107,準備はしたけれど、当日になったら何か見落としている気がしてきた。,期待の影は、持ち主より先に伸びることがある。,105,105,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,true,just_right,analogical_transfer,medium,false,false,false,false,false,Codex provisional: the Line meaning '期待と主体' provides a usable reflective bridge without merely restating the Entry.
E005/L004,E005,L004,"予定が一つ変わっただけなのに、その先も全部ずれる気がする。

実際にはまだ何も起きていない。",分かれ道は、通り過ぎても消えない。,4,4,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,too_far,weak_connection,medium,false,false,false,false,false,"Codex provisional: the Line meaning '選択の記憶' has a conceivable bridge, but it is too indirect to support the Entry reliably."
E005/L005,E005,L005,"予定が一つ変わっただけなのに、その先も全部ずれる気がする。

実際にはまだ何も起きていない。",答えより先に、選んだという事実が残る。,14,14,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,too_far,weak_connection,medium,false,false,false,false,false,"Codex provisional: the Line meaning '決定の事実性' has a conceivable bridge, but it is too indirect to support the Entry reliably."
E005/L006,E005,L006,"予定が一つ変わっただけなのに、その先も全部ずれる気がする。

実際にはまだ何も起きていない。",どちらにも理由がある日は、理由だけでは動かない。,15,15,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,too_far,weak_connection,medium,false,false,false,false,false,"Codex provisional: the Line meaning '根拠の均衡' has a conceivable bridge, but it is too indirect to support the Entry reliably."
E005/L008,E005,L008,"予定が一つ変わっただけなのに、その先も全部ずれる気がする。

実際にはまだ何も起きていない。",決めかけた言葉には、まだ余白がある。,74,74,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,too_far,weak_connection,medium,false,false,false,false,false,"Codex provisional: the Line meaning '決定と留保' has a conceivable bridge, but it is too indirect to support the Entry reliably."
E005/L012,E005,L012,"予定が一つ変わっただけなのに、その先も全部ずれる気がする。

実際にはまだ何も起きていない。",わからなさは、空白ではなく形の途中かもしれない。,290,290,b_v2_integrated_codex_judgments_v1,codex_integrated_v1,true,true,just_right,same_domain,medium,false,false,false,false,false,An unfinished shape gives useful space around uncertainty before anything has happened.
E005/L013,E005,L013,"予定が一つ変わっただけなのに、その先も全部ずれる気がする。

実際にはまだ何も起きていない。",霧の中では、近いものまで遠く見える。,2,2,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,true,just_right,same_domain,medium,false,false,false,false,false,Codex provisional: the Line meaning '不確実性による距離感' provides a usable reflective bridge without merely restating the Entry.
E005/L014,E005,L014,"予定が一つ変わっただけなのに、その先も全部ずれる気がする。

実際にはまだ何も起きていない。",予想は、未来より今の輪郭を映す。,27,27,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,true,just_right,same_domain,medium,false,false,false,false,false,Codex provisional: the Line meaning '予想と現在認識' provides a usable reflective bridge without merely restating the Entry.
E005/L015,E005,L015,"予定が一つ変わっただけなのに、その先も全部ずれる気がする。

実際にはまだ何も起きていない。",まだ起きていないことにも、影はできる。,63,63,reflective_distance_codex_judgments_v1,codex_reassessment,true,true,just_right,same_domain,medium,false,false,false,false,false,まだ起きていない予定の変化が現在へ影響することを影として示し結論を決めない
E005/L035,E005,L035,"予定が一つ変わっただけなのに、その先も全部ずれる気がする。

実際にはまだ何も起きていない。",空いた席は、不在より先に距離を語る。,5,5,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,not_obserbing,unrelated,high,false,false,false,false,true,Codex provisional: the Line meaning '不在の可視化' does not provide a meaningful bridge to the Entry.
E005/L041,E005,L041,"予定が一つ変わっただけなのに、その先も全部ずれる気がする。

実際にはまだ何も起きていない。",忙しさは、進んだ距離と同じ単位では測れない。,16,16,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,too_far,weak_connection,medium,false,false,false,false,false,"Codex provisional: the Line meaning '活動量と進捗のずれ' has a conceivable bridge, but it is too indirect to support the Entry reliably."
E005/L046,E005,L046,"予定が一つ変わっただけなのに、その先も全部ずれる気がする。

実際にはまだ何も起きていない。",終わった項目の間に、一日の形が隠れている。,1,1,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,too_far,weak_connection,medium,false,false,false,false,false,"Codex provisional: the Line meaning 'タスクと一日' has a conceivable bridge, but it is too indirect to support the Entry reliably."
E005/L048,E005,L048,"予定が一つ変わっただけなのに、その先も全部ずれる気がする。

実際にはまだ何も起きていない。",進捗のない日にも、使われた時間の跡はある。,2,2,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,too_far,weak_connection,medium,false,false,false,false,false,"Codex provisional: the Line meaning '成果と時間の分離' has a conceivable bridge, but it is too indirect to support the Entry reliably."
E005/L051,E005,L051,"予定が一つ変わっただけなのに、その先も全部ずれる気がする。

実際にはまだ何も起きていない。",直した跡は、間違いがあった場所だけに残る。,4,4,b_v2_band_sensitivity_codex_review_v1,codex_provisional,true,false,too_far,weak_connection,medium,false,false,false,false,false,"Codex provisional: the Line meaning '修復の痕跡' has a conceivable bridge, but it is too indirect to support the Entry reliably."
